person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
22,52000,mortgage,6.0,education,c,9750,13.06,0,0.19,y,2
32,1200000,mortgage,1.0,venture,a,12000,7.51,0,0.01,n,8
34,948000,mortgage,18.0,personal,b,2000,9.99,0,0.0,n,7
29,70500,rent,5.0,personal,a,35000,8.9,1,0.5,n,6
33,77100,rent,6.0,debtconsolidation,a,35000,8.49,1,0.45,n,9
29,10000,own,0.0,personal,b,3250,11.12,1,0.33,n,9
28,80000,rent,12.0,education,d,35000,15.62,1,0.44,n,10
29,80000,rent,2.0,debtconsolidation,c,35000,12.68,1,0.44,y,10
35,648000,mortgage,6.0,personal,e,10000,17.19,1,0.02,y,8
29,85000,rent,1.0,personal,b,35000,11.99,1,0.41,n,8
31,73000,rent,8.0,education,e,35000,19.29,1,0.48,y,10
34,89000,rent,3.0,homeimprovement,d,35000,18.25,1,0.39,n,8
27,100000,rent,1.0,debtconsolidation,c,35000,16.11,1,0.35,n,9
30,10200,own,4.0,homeimprovement,b,5500,10.36,1,0.54,n,8
30,504000,rent,4.0,debtconsolidation,b,3000,11.36,0,0.01,n,9
35,500000,mortgage,17.0,debtconsolidation,c,20000,13.85,0,0.04,y,7
35,500000,mortgage,6.0,debtconsolidation,c,7500,12.29,0,0.01,y,9
33,468000,mortgage,14.0,debtconsolidation,d,3750,15.62,1,0.01,y,10
34,120000,rent,17.0,venture,b,35000,10.59,0,0.29,n,6
27,10400,own,4.0,personal,c,4750,14.72,1,0.46,y,7
33,138000,rent,0.0,personal,e,35000,18.64,1,0.25,y,7
34,156000,rent,4.0,education,a,35000,10.99,0,0.22,n,5
30,10800,own,4.0,education,b,2400,9.99,1,0.22,n,7
29,160000,rent,4.0,venture,c,35000,14.27,0,0.22,y,8
31,150000,rent,4.0,education,d,35000,18.25,1,0.23,n,6
33,400000,mortgage,9.0,personal,a,15000,6.03,0,0.04,n,10
31,400000,mortgage,5.0,homeimprovement,a,28000,7.49,0,0.07,n,6
29,400000,mortgage,10.0,education,b,25000,11.12,0,0.06,n,8
34,325550,mortgage,3.0,medical,d,35000,16.77,1,0.09,y,6
33,390000,mortgage,8.0,medical,b,35000,10.99,0,0.09,n,8
27,390000,mortgage,11.0,personal,b,10000,11.26,0,0.03,n,6
28,165000,rent,3.0,debtconsolidation,b,35000,11.49,0,0.21,n,9
30,170000,rent,4.0,education,c,35000,13.06,0,0.21,y,9
33,250000,rent,0.0,medical,a,35000,7.29,0,0.14,n,7
30,81000,rent,14.0,debtconsolidation,b,34000,10.59,1,0.42,n,8
28,11029,mortgage,12.0,medical,c,2150,10.78,1,0.19,y,7
30,350000,own,3.0,personal,a,32000,6.62,0,0.09,n,7
33,350000,mortgage,0.0,venture,c,10000,14.65,0,0.03,y,10
28,350000,rent,1.0,debtconsolidation,b,20000,10.99,0,0.06,n,9
35,350000,mortgage,10.0,venture,d,35000,17.49,0,0.1,n,7
29,338000,rent,3.0,homeimprovement,f,24000,17.8,1,0.07,n,8
34,287300,rent,1.0,medical,c,15000,12.41,1,0.04,y,8
32,348000,mortgage,16.0,medical,b,25000,11.83,0,0.07,n,8
30,340000,mortgage,2.0,homeimprovement,f,25000,18.3,0,0.07,n,8
28,336000,rent,1.0,venture,c,2150,13.06,0,0.01,y,5
34,334000,own,18.0,education,c,18000,12.68,0,0.05,y,10
34,69996,rent,13.0,medical,b,32000,10.99,1,0.46,n,8
28,11340,own,4.0,debtconsolidation,a,2325,6.39,1,0.21,n,7
30,11440,own,3.0,medical,c,1750,12.73,0,0.15,y,5
28,73000,rent,0.0,personal,b,32000,11.99,1,0.44,n,9
28,105500,rent,1.0,debtconsolidation,a,31000,8.49,0,0.29,n,9
29,74000,rent,2.0,debtconsolidation,d,30750,10.99,1,0.42,n,6
32,307000,own,10.0,venture,c,11000,14.26,0,0.04,y,10
31,305000,mortgage,0.0,homeimprovement,d,35000,17.58,0,0.11,y,10
27,300000,mortgage,6.0,debtconsolidation,c,10000,14.27,0,0.03,y,7
30,300000,mortgage,13.0,education,b,4000,10.65,0,0.01,n,10
34,61200,rent,18.0,medical,b,30000,11.71,1,0.49,n,8
27,75000,rent,11.0,personal,b,30000,10.65,1,0.4,n,5
29,80000,rent,2.0,medical,b,30000,12.42,1,0.38,n,9
34,80000,rent,0.0,debtconsolidation,a,30000,6.62,1,0.38,n,5
34,300000,mortgage,18.0,debtconsolidation,b,16000,10.74,0,0.05,n,9
29,244800,rent,8.0,medical,d,8000,14.09,1,0.03,n,5
31,300000,mortgage,1.0,venture,d,25000,14.83,0,0.08,n,9
32,288000,mortgage,8.0,debtconsolidation,d,25000,14.83,1,0.09,y,10
28,288000,rent,5.0,debtconsolidation,e,25000,17.93,1,0.09,n,8
29,105000,rent,6.0,homeimprovement,a,30000,5.99,0,0.29,n,8
29,112260,rent,5.0,education,d,30000,17.49,0,0.27,n,10
34,286000,mortgage,11.0,venture,a,30000,6.62,0,0.1,n,6
34,285000,rent,5.0,education,b,21000,11.71,0,0.07,n,10
33,285000,mortgage,0.0,debtconsolidation,c,10000,13.99,0,0.04,n,7
30,232050,mortgage,14.0,medical,e,25000,17.93,1,0.09,y,9
28,285000,mortgage,4.0,personal,e,25000,16.32,0,0.09,n,6
31,284400,mortgage,4.0,venture,b,5000,10.99,0,0.02,n,9
35,280000,mortgage,19.0,homeimprovement,c,21600,12.99,0,0.08,n,8
29,280000,mortgage,6.0,venture,c,15000,12.99,0,0.05,n,7
28,280000,mortgage,3.0,homeimprovement,b,20000,11.36,0,0.07,n,5
28,12000,own,4.0,education,b,3000,9.62,1,0.25,n,5
31,128000,rent,2.0,venture,d,30000,16.29,1,0.23,n,10
31,275000,mortgage,9.0,personal,c,25000,13.85,0,0.09,n,6
31,273655,mortgage,4.0,debtconsolidation,a,19600,7.51,0,0.07,n,5
27,258000,rent,11.0,education,e,35000,18.64,1,0.14,y,7
30,270000,mortgage,7.0,homeimprovement,e,35000,19.69,0,0.13,n,8
30,270000,mortgage,14.0,debtconsolidation,b,21000,11.26,0,0.08,n,6
30,267000,mortgage,7.0,homeimprovement,b,25000,10.36,0,0.09,n,9
31,73000,rent,15.0,homeimprovement,b,29700,11.11,1,0.41,n,7
29,148616,rent,2.0,education,a,29550,8.9,0,0.2,n,9
27,81300,rent,3.0,venture,b,29000,12.69,1,0.36,n,6
29,89000,rent,1.0,education,a,28800,7.49,1,0.32,n,6
28,12000,own,4.0,medical,b,2000,10.75,1,0.17,n,6
29,260000,mortgage,0.0,homeimprovement,b,20000,10.37,0,0.08,n,9
31,260000,mortgage,14.0,venture,a,18000,8.94,0,0.07,n,9
31,260000,mortgage,6.0,debtconsolidation,c,25000,13.57,0,0.1,y,10
31,258000,mortgage,3.0,personal,a,28000,5.99,0,0.11,n,5
28,250000,mortgage,3.0,personal,b,35000,11.71,0,0.14,n,7
27,238000,rent,11.0,homeimprovement,d,12000,17.27,1,0.05,n,7
27,65000,rent,4.0,education,a,28000,7.9,1,0.43,n,6
34,12000,own,0.0,homeimprovement,b,3250,10.99,1,0.27,n,5
32,202300,mortgage,9.0,medical,d,25000,14.59,1,0.11,n,7
29,250000,mortgage,12.0,venture,a,8000,7.51,0,0.03,n,10
31,250000,mortgage,2.0,medical,c,4000,14.22,0,0.02,y,10
35,250000,own,8.0,venture,b,15000,9.88,0,0.06,n,5
28,96000,rent,3.0,homeimprovement,a,28000,7.9,0,0.29,n,10
29,12000,own,0.0,homeimprovement,b,4500,11.14,1,0.38,n,6
27,111000,rent,11.0,personal,a,28000,7.9,0,0.25,n,8
35,115000,rent,1.0,venture,b,28000,9.91,0,0.24,n,6
35,87550,rent,3.0,medical,f,28000,18.62,1,0.27,n,10
27,12000,own,0.0,education,d,8125,14.42,1,0.68,y,5
27,240000,mortgage,1.0,education,a,35000,7.9,0,0.15,n,7
32,240000,mortgage,5.0,medical,a,8400,7.51,0,0.04,n,5
31,240000,mortgage,15.0,medical,a,5500,5.42,0,0.02,n,5
29,240000,mortgage,5.0,venture,a,10000,8.49,0,0.04,n,8
30,240000,mortgage,8.0,venture,d,28000,16.49,0,0.12,y,7
28,240000,mortgage,3.0,venture,d,8400,10.99,0,0.04,n,8
29,228000,mortgage,11.0,debtconsolidation,d,35000,14.91,1,0.15,n,8
29,240000,mortgage,10.0,education,a,5000,7.88,0,0.02,n,8
30,240000,rent,7.0,personal,a,18000,7.88,0,0.07,n,10
32,193800,rent,0.0,medical,b,20000,11.83,1,0.09,n,6
27,52000,rent,5.0,medical,b,26000,10.99,1,0.5,n,10
29,110000,rent,9.0,debtconsolidation,b,25600,10.99,0,0.23,n,5
31,122000,rent,2.0,education,c,25600,15.96,0,0.21,y,7
27,57000,rent,4.0,homeimprovement,d,25475,15.99,1,0.45,y,7
27,231252,mortgage,1.0,debtconsolidation,b,2000,9.91,0,0.01,n,6
32,230000,rent,16.0,homeimprovement,a,35000,10.99,0,0.15,n,9
29,230000,mortgage,4.0,medical,a,8500,7.49,0,0.04,n,10
34,40000,rent,3.0,medical,b,25000,10.25,1,0.63,n,8
27,47000,rent,3.0,venture,d,25000,15.7,1,0.53,y,10
33,48000,rent,11.0,debtconsolidation,b,25000,9.99,1,0.52,n,10
30,225000,rent,2.0,medical,b,25000,12.42,0,0.11,n,10
28,225000,mortgage,2.0,venture,a,30000,8.49,0,0.13,n,6
33,225000,mortgage,12.0,personal,b,8000,9.99,0,0.04,n,10
27,48000,rent,2.0,personal,c,25000,10.59,1,0.52,n,7
27,225000,mortgage,11.0,venture,d,25000,15.31,0,0.11,n,5
29,225000,own,11.0,personal,b,24250,10.99,0,0.11,n,7
28,225000,mortgage,8.0,personal,c,16800,13.92,0,0.07,y,5
27,225000,mortgage,1.0,venture,b,14000,10.99,0,0.06,n,7
32,225000,mortgage,4.0,personal,c,20000,13.92,0,0.09,n,10
28,225000,mortgage,1.0,venture,a,5000,7.75,0,0.02,n,5
28,49861,rent,2.0,medical,c,25000,13.11,1,0.5,y,7
29,220000,own,1.0,personal,f,14725,19.41,0,0.07,n,6
31,219996,mortgage,3.0,medical,a,20000,6.54,0,0.09,n,5
29,218000,mortgage,12.0,education,a,14400,8.9,0,0.07,n,7
28,216000,mortgage,12.0,venture,d,15000,16.02,0,0.07,y,8
28,215662,mortgage,12.0,venture,b,21000,11.99,0,0.1,n,7
32,53196,rent,9.0,venture,b,25000,11.86,1,0.47,n,9
30,54000,rent,13.0,medical,b,25000,10.74,1,0.46,n,6
29,48000,rent,9.0,homeimprovement,c,25000,13.61,1,0.52,y,8
30,210000,mortgage,8.0,debtconsolidation,b,24000,11.49,0,0.11,n,6
30,198000,mortgage,5.0,debtconsolidation,e,15000,10.99,1,0.08,y,9
30,210000,mortgage,2.0,homeimprovement,c,24250,12.87,0,0.12,y,6
28,209000,own,4.0,personal,d,15000,14.84,0,0.07,y,7
27,207182,mortgage,11.0,venture,b,22000,10.62,0,0.11,n,5
30,54383,rent,5.0,homeimprovement,d,25000,15.65,1,0.46,y,7
27,49000,rent,11.0,debtconsolidation,b,25000,11.36,1,0.51,n,5
28,13500,own,0.0,personal,a,6700,9.63,1,0.5,n,5
27,204000,mortgage,3.0,homeimprovement,d,25000,15.31,0,0.12,y,6
34,204000,mortgage,0.0,education,b,16000,11.83,0,0.08,n,5
31,204000,rent,0.0,venture,a,12000,9.63,0,0.06,n,9
29,162350,rent,12.0,medical,g,25000,21.64,1,0.13,y,9
28,202040,mortgage,12.0,personal,d,12000,14.46,0,0.06,y,8
32,202000,mortgage,7.0,personal,b,28000,10.59,0,0.14,n,7
31,201996,mortgage,11.0,education,c,20000,10.99,0,0.1,n,10
30,56952,rent,3.0,medical,b,25000,11.36,1,0.44,n,9
31,60000,rent,4.0,homeimprovement,a,25000,8.9,1,0.42,n,10
28,60000,rent,3.0,medical,c,25000,13.49,1,0.42,n,10
29,200004,mortgage,0.0,debtconsolidation,b,19000,11.83,0,0.09,n,7
35,200004,mortgage,19.0,debtconsolidation,a,6000,7.68,0,0.03,n,8
29,200000,mortgage,13.0,venture,b,10000,12.69,0,0.05,n,9
28,200000,mortgage,2.0,personal,a,15000,6.03,0,0.07,n,6
32,200000,rent,6.0,homeimprovement,e,35000,19.03,0,0.17,y,8
28,200000,mortgage,12.0,education,a,25000,7.9,0,0.13,n,9
31,200000,mortgage,8.0,debtconsolidation,a,24000,8.9,0,0.12,n,9
31,200000,mortgage,3.0,medical,a,30000,8.9,0,0.15,n,5
28,200000,mortgage,2.0,medical,a,15000,8.9,0,0.07,n,10
27,60000,rent,11.0,venture,b,25000,10.99,1,0.42,n,8
28,61000,rent,9.0,personal,b,25000,9.91,1,0.41,n,7
28,200000,mortgage,7.0,personal,a,10000,6.99,0,0.05,n,7
35,200000,mortgage,0.0,homeimprovement,b,18000,10.99,0,0.09,n,10
35,188000,rent,4.0,debtconsolidation,d,5000,16.49,1,0.03,n,9
28,63000,rent,4.0,medical,b,25000,11.36,1,0.4,n,8
32,63235,rent,3.0,homeimprovement,b,25000,10.25,1,0.4,n,8
30,65000,rent,2.0,debtconsolidation,b,25000,10.38,1,0.38,n,8
30,65000,rent,15.0,homeimprovement,b,25000,10.99,1,0.38,n,5
31,65800,rent,15.0,debtconsolidation,a,25000,7.51,1,0.38,n,9
27,200000,mortgage,7.0,personal,b,15000,9.88,0,0.07,n,9
30,200000,rent,5.0,debtconsolidation,b,10000,11.36,0,0.05,n,9
28,200000,rent,4.0,venture,d,25000,15.33,0,0.13,y,7
27,200000,mortgage,6.0,education,a,10000,7.51,0,0.05,n,10
32,188000,rent,14.0,debtconsolidation,b,25000,10.62,1,0.13,n,5
29,66000,rent,4.0,education,b,25000,11.48,1,0.38,n,10
29,200000,mortgage,7.0,personal,b,14400,11.14,0,0.07,n,7
30,200000,mortgage,0.0,medical,b,24250,11.48,0,0.12,n,8
30,200000,mortgage,4.0,medical,b,6000,11.83,0,0.03,n,5
29,188000,rent,0.0,homeimprovement,b,25000,12.18,1,0.13,n,5
27,200000,mortgage,6.0,education,a,5000,7.74,0,0.03,n,7
30,200000,mortgage,0.0,homeimprovement,a,10000,8.59,0,0.05,n,7
28,200000,rent,1.0,medical,b,24250,12.53,0,0.12,n,5
30,200000,mortgage,5.0,personal,b,20000,11.48,0,0.1,n,7
30,69000,rent,6.0,education,d,25000,14.09,1,0.36,y,5
32,69996,rent,4.0,venture,d,25000,15.95,1,0.36,y,10
27,70000,rent,11.0,personal,b,25000,11.71,1,0.36,n,7
33,14400,own,0.0,venture,c,2000,14.79,0,0.14,n,8
32,64000,rent,11.0,debtconsolidation,d,25000,15.2,1,0.39,n,5
29,70000,rent,3.0,personal,d,25000,14.83,1,0.36,n,6
30,72000,rent,5.0,venture,d,25000,16.32,1,0.35,y,5
27,72000,rent,9.0,education,b,25000,10.75,1,0.35,n,8
31,57800,rent,2.0,medical,e,25000,17.19,1,0.37,n,8
32,74400,rent,16.0,medical,b,25000,10.38,1,0.34,n,8
29,68872,rent,2.0,personal,d,25000,15.95,1,0.36,y,10
30,75000,rent,9.0,personal,d,25000,15.2,1,0.33,n,5
34,75000,rent,9.0,debtconsolidation,b,25000,10.38,1,0.33,n,8
29,192000,mortgage,6.0,venture,c,15000,14.27,0,0.08,y,6
35,192000,mortgage,11.0,homeimprovement,b,10000,11.99,0,0.05,n,9
28,192000,mortgage,8.0,medical,b,20000,10.99,0,0.1,n,9
29,190000,mortgage,5.0,personal,a,4000,6.62,0,0.02,n,5
31,190000,own,8.0,education,a,15000,6.03,0,0.08,n,8
31,190000,mortgage,4.0,debtconsolidation,a,9000,6.03,0,0.05,n,7
28,190000,mortgage,1.0,homeimprovement,d,35000,17.49,0,0.18,n,6
29,190000,mortgage,3.0,education,b,14000,10.99,0,0.07,n,6
35,14400,own,2.0,debtconsolidation,b,5550,10.37,1,0.39,n,8
27,69000,rent,5.0,venture,e,25000,13.75,1,0.36,y,6
30,75600,rent,0.0,personal,b,25000,9.99,1,0.33,n,8
30,77000,rent,7.0,personal,b,25000,10.75,1,0.32,n,8
28,190000,mortgage,7.0,education,b,25000,10.99,0,0.13,n,8
29,190000,rent,1.0,homeimprovement,b,7000,9.88,0,0.04,n,9
31,190000,mortgage,15.0,medical,c,24000,10.99,0,0.13,n,10
27,190000,own,11.0,medical,b,23000,11.83,0,0.12,n,8
34,178000,mortgage,4.0,debtconsolidation,d,12000,15.65,1,0.07,y,5
30,190000,rent,3.0,debtconsolidation,b,15000,11.48,0,0.08,n,8
33,190000,mortgage,10.0,homeimprovement,d,20000,14.11,0,0.11,n,10
32,190000,rent,8.0,education,a,15000,9.63,0,0.08,n,7
32,189996,rent,4.0,personal,a,8400,9.32,0,0.04,n,8
33,189000,mortgage,5.0,debtconsolidation,a,20000,6.17,0,0.11,n,7
30,78000,rent,4.0,homeimprovement,d,25000,10.99,1,0.32,y,9
31,78000,rent,10.0,medical,b,25000,10.75,1,0.32,n,8
27,72000,rent,3.0,debtconsolidation,d,25000,15.95,1,0.35,y,6
33,186996,mortgage,0.0,education,d,25000,14.46,0,0.13,y,8
29,148410,mortgage,5.0,medical,d,11200,16.89,1,0.06,y,9
28,186480,mortgage,12.0,medical,c,10000,14.22,0,0.05,y,9
29,186063,mortgage,14.0,education,b,25000,10.46,0,0.13,n,6
27,186000,mortgage,0.0,homeimprovement,b,3700,10.99,0,0.02,n,5
28,186000,other,3.0,venture,a,2500,7.4,0,0.01,n,9
27,185232,mortgage,10.0,personal,a,35000,10.99,0,0.19,n,8
30,185000,mortgage,8.0,venture,b,15000,10.99,0,0.08,n,7
29,173000,mortgage,7.0,debtconsolidation,d,28000,17.49,1,0.16,y,10
32,80000,rent,2.0,venture,b,25000,10.99,1,0.31,n,8
35,80000,rent,19.0,venture,d,25000,14.09,1,0.31,y,10
33,80000,rent,0.0,medical,b,25000,11.86,1,0.31,n,8
27,183000,rent,12.0,education,e,15000,19.03,0,0.08,y,6
32,80000,rent,1.0,medical,c,25000,12.87,1,0.31,n,9
30,14400,own,2.0,venture,b,1000,10.62,0,0.07,n,10
30,14400,own,0.0,homeimprovement,d,9250,14.96,1,0.64,n,10
29,180396,mortgage,8.0,personal,b,18000,12.69,0,0.1,n,9
29,180000,mortgage,2.0,personal,e,31000,19.42,0,0.17,y,8
30,180000,mortgage,2.0,debtconsolidation,a,12500,6.03,0,0.07,n,6
27,180000,rent,2.0,medical,b,15000,12.42,0,0.08,n,10
31,180000,mortgage,5.0,venture,c,9000,14.27,0,0.05,y,6
32,180000,mortgage,12.0,personal,a,10000,7.9,0,0.06,n,10
31,180000,own,15.0,education,b,10000,11.71,0,0.06,n,7
30,14400,own,0.0,medical,d,5000,14.96,1,0.35,n,9
28,84000,rent,7.0,personal,e,25000,15.95,0,0.3,y,7
31,85000,rent,5.0,venture,b,25000,10.75,0,0.29,n,7
34,180000,mortgage,9.0,education,c,12900,12.99,0,0.07,y,7
33,180000,mortgage,17.0,debtconsolidation,a,13000,7.29,0,0.07,n,7
29,180000,mortgage,9.0,personal,a,15000,5.79,0,0.08,n,6
30,180000,mortgage,11.0,venture,d,28000,14.91,0,0.16,y,5
27,180000,rent,4.0,personal,b,8000,10.37,0,0.04,n,5
35,180000,mortgage,6.0,debtconsolidation,a,8500,6.92,0,0.05,n,8
28,180000,rent,4.0,venture,c,9000,13.8,0,0.05,n,10
31,85000,rent,0.0,personal,b,25000,11.89,0,0.29,n,6
30,85000,rent,3.0,homeimprovement,b,25000,12.21,0,0.29,n,6
28,15000,own,2.0,personal,b,4375,12.42,1,0.29,n,9
30,180000,mortgage,14.0,debtconsolidation,b,20000,11.48,0,0.11,n,8
31,168000,rent,1.0,venture,e,20000,10.99,1,0.12,y,7
33,180000,rent,0.0,medical,a,7000,7.74,0,0.04,n,6
30,168000,mortgage,8.0,education,a,10000,8.94,1,0.06,n,5
28,168000,rent,0.0,debtconsolidation,f,15000,17.26,1,0.09,y,9
27,168000,mortgage,5.0,debtconsolidation,f,24000,17.26,1,0.14,n,9
32,90000,rent,2.0,personal,b,25000,9.99,0,0.28,n,7
32,90000,rent,7.0,education,d,25000,15.58,0,0.28,n,7
29,15000,own,5.0,personal,a,5000,7.51,1,0.33,n,7
28,78000,rent,0.0,personal,d,25000,10.99,1,0.32,y,5
34,91000,rent,11.0,medical,b,25000,11.36,0,0.27,n,5
31,15000,mortgage,3.0,debtconsolidation,d,2000,16.89,1,0.13,y,8
29,92200,rent,7.0,venture,d,25000,14.96,0,0.27,n,5
30,96000,rent,3.0,personal,b,25000,10.99,0,0.26,n,6
28,175000,rent,7.0,homeimprovement,a,6000,7.9,0,0.03,n,10
29,163000,rent,4.0,venture,d,4000,16.29,1,0.02,n,6
35,175000,rent,0.0,debtconsolidation,b,16000,11.49,0,0.09,n,10
29,175000,mortgage,1.0,debtconsolidation,a,15000,8.49,0,0.09,n,8
31,175000,mortgage,3.0,education,e,7500,19.69,0,0.04,n,9
35,175000,mortgage,12.0,venture,a,2200,8.49,0,0.01,n,7
27,96000,rent,11.0,homeimprovement,e,25000,10.99,0,0.26,n,6
29,97000,rent,4.0,personal,b,25000,10.37,0,0.26,n,10
31,86000,rent,1.0,debtconsolidation,d,25000,16.0,1,0.29,y,5
29,88000,rent,9.0,personal,d,25000,14.46,1,0.28,y,10
33,100000,rent,1.0,homeimprovement,c,25000,11.66,0,0.25,n,9
28,15000,mortgage,0.0,homeimprovement,d,4000,15.37,1,0.27,n,10
35,15000,own,3.0,homeimprovement,a,3700,9.32,1,0.25,n,6
30,75480,rent,1.0,medical,c,25000,15.27,1,0.28,y,9
30,102000,rent,2.0,venture,b,25000,9.62,0,0.25,n,8
35,15000,mortgage,0.0,venture,c,1925,12.84,0,0.13,n,6
27,103250,rent,1.0,venture,c,25000,12.73,0,0.24,n,10
29,105996,rent,13.0,homeimprovement,d,25000,14.83,0,0.24,n,9
28,175000,rent,4.0,venture,b,24500,10.99,0,0.14,n,8
30,175000,mortgage,2.0,homeimprovement,a,6000,7.68,0,0.03,n,7
29,174996,mortgage,8.0,education,d,25000,15.28,0,0.14,y,10
28,174000,mortgage,2.0,personal,d,12000,10.99,0,0.07,n,10
27,96000,rent,1.0,venture,d,25000,16.89,1,0.26,y,10
35,110000,rent,9.0,debtconsolidation,c,25000,13.49,0,0.23,n,8
34,171996,mortgage,1.0,personal,d,15000,14.96,0,0.09,n,5
31,159200,mortgage,1.0,debtconsolidation,d,16000,15.65,1,0.1,y,6
28,159000,rent,5.0,personal,d,6000,15.95,1,0.04,n,10
33,170004,mortgage,17.0,personal,a,12000,7.51,0,0.07,n,9
31,15456,mortgage,1.0,personal,a,4000,8.9,1,0.26,n,5
34,158000,mortgage,2.0,venture,c,12000,10.99,1,0.08,n,8
31,158000,rent,8.0,debtconsolidation,d,10200,15.99,1,0.06,y,7
35,170000,mortgage,6.0,education,a,6500,7.49,0,0.04,n,10
34,170000,mortgage,9.0,venture,d,7500,15.99,0,0.04,n,10
29,170000,mortgage,7.0,personal,c,35000,12.99,0,0.21,y,5
31,170000,mortgage,15.0,personal,c,10000,13.49,0,0.06,y,8
34,15523,own,1.0,venture,a,3800,7.49,1,0.24,n,9
32,106000,rent,14.0,debtconsolidation,e,25000,16.63,1,0.24,y,7
33,15600,own,1.0,venture,a,5900,10.99,1,0.38,n,7
33,120000,rent,9.0,debtconsolidation,b,25000,11.36,0,0.21,n,8
28,108000,rent,0.0,education,d,25000,14.61,1,0.23,y,6
33,125000,rent,5.0,debtconsolidation,b,25000,11.36,0,0.2,n,5
30,15600,mortgage,4.0,debtconsolidation,a,6250,5.79,1,0.4,n,6
29,113000,rent,1.0,education,d,25000,15.31,1,0.22,n,6
32,170000,rent,9.0,personal,b,10000,11.14,0,0.06,n,5
32,168000,rent,5.0,education,c,25000,15.27,0,0.15,n,6
30,102213,rent,3.0,medical,d,25000,15.7,1,0.21,n,7
27,15600,own,0.0,education,a,6400,7.74,1,0.41,n,9
30,135000,rent,4.0,personal,d,25000,15.21,0,0.19,y,6
35,123000,rent,2.0,personal,e,25000,17.19,1,0.2,y,8
28,140000,rent,11.0,homeimprovement,c,25000,13.11,0,0.18,y,7
33,140004,rent,7.0,education,d,25000,15.58,0,0.18,n,10
31,143000,rent,4.0,venture,d,25000,16.07,0,0.17,y,7
32,150000,rent,7.0,debtconsolidation,a,25000,8.49,0,0.17,n,7
30,150000,rent,3.0,personal,e,25000,17.56,0,0.17,n,5
27,150000,rent,1.0,education,b,25000,11.36,0,0.17,n,6
29,16000,own,3.0,venture,a,3000,7.9,1,0.19,n,8
30,165000,mortgage,3.0,education,d,5000,15.62,0,0.03,y,10
27,165000,mortgage,6.0,homeimprovement,c,35000,12.99,0,0.21,n,9
31,165000,mortgage,3.0,homeimprovement,c,15000,12.61,0,0.09,n,7
30,150000,rent,5.0,debtconsolidation,c,25000,12.53,0,0.17,n,6
30,16000,mortgage,2.0,medical,a,7275,5.42,1,0.45,n,10
31,138000,rent,0.0,venture,d,25000,13.24,1,0.18,n,7
33,16000,mortgage,0.0,medical,a,6000,7.14,1,0.38,n,5
31,139016,rent,5.0,venture,d,25000,15.37,1,0.18,y,8
30,156000,rent,5.0,medical,b,25000,9.88,0,0.16,n,7
30,148000,rent,0.0,education,d,25000,15.95,1,0.17,n,8
29,163000,rent,4.0,debtconsolidation,b,25000,9.91,0,0.15,n,5
30,170000,rent,14.0,education,d,25000,15.2,0,0.15,n,8
27,170000,rent,11.0,personal,d,25000,16.32,0,0.15,n,10
27,16000,other,1.0,debtconsolidation,d,5750,10.99,1,0.36,y,8
30,170000,rent,14.0,homeimprovement,d,25000,15.21,0,0.15,n,5
29,175000,rent,1.0,personal,b,25000,10.74,0,0.14,n,5
32,162000,rent,5.0,venture,a,20000,6.99,0,0.12,n,9
28,127500,mortgage,5.0,medical,e,20000,17.04,1,0.13,y,8
29,160800,rent,3.0,venture,b,4800,10.99,0,0.03,n,5
27,160669,mortgage,3.0,debtconsolidation,b,8000,11.36,0,0.05,n,9
30,148000,rent,2.0,education,e,22200,19.42,1,0.15,n,8
29,125800,rent,11.0,medical,d,9000,16.77,1,0.06,n,8
28,178000,rent,5.0,education,d,25000,14.46,1,0.14,y,7
32,227500,rent,3.0,medical,c,25000,12.53,0,0.11,n,5
27,223000,rent,2.0,education,f,25000,18.3,1,0.11,n,9
32,235000,rent,1.0,personal,c,25000,12.53,0,0.11,y,7
33,248735,rent,4.0,debtconsolidation,d,25000,14.11,1,0.1,y,6
33,16620,own,4.0,homeimprovement,a,3000,5.99,1,0.18,n,6
31,16656,mortgage,4.0,medical,c,2400,14.72,1,0.14,n,7
28,78000,rent,12.0,homeimprovement,g,24625,18.36,1,0.32,n,5
30,32004,rent,1.0,personal,b,24250,11.12,1,0.76,n,5
30,36000,rent,3.0,debtconsolidation,c,24250,12.61,1,0.67,y,7
27,160000,mortgage,11.0,homeimprovement,a,16000,8.49,0,0.1,n,5
32,160000,mortgage,2.0,medical,b,3200,10.99,0,0.02,n,5
29,160000,mortgage,9.0,personal,c,14700,13.43,0,0.09,y,5
29,160000,mortgage,8.0,education,a,7000,10.99,0,0.04,n,8
27,160000,mortgage,12.0,debtconsolidation,c,7000,12.23,0,0.04,y,6
34,16800,own,0.0,personal,c,1600,13.72,0,0.1,y,5
27,74000,rent,7.0,debtconsolidation,d,24250,15.31,1,0.33,y,8
28,16800,own,4.0,medical,c,5000,13.98,1,0.3,n,8
28,16800,own,5.0,education,b,5000,9.88,1,0.3,n,7
28,148000,mortgage,0.0,homeimprovement,d,15000,15.65,1,0.1,y,5
30,160000,rent,0.0,venture,b,8400,11.89,0,0.05,n,6
27,160000,mortgage,12.0,medical,c,1500,11.78,0,0.01,y,6
